Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
World of Zoo,DS,2009.0,Simulation,THQ,0.42,0.2,0.0,0.06,0.68,69.5,0.0,7.25,0.0,E
NBA Street Vol. 2,XB,2003.0,Sports,Electronic Arts,0.62,0.04,0.0,0.02,0.68,89.0,22.0,8.8,24.0,E
Minecraft,WiiU,2016.0,Misc,Microsoft Game Studios,0.28,0.17,0.18,0.04,0.68,69.5,0.0,7.25,0.0,NR
MX vs. ATV Untamed,X360,2007.0,Racing,THQ,0.55,0.08,0.0,0.06,0.68,70.0,43.0,7.1,17.0,E
The Last Remnant,X360,2008.0,Role-Playing,Square Enix,0.25,0.2,0.18,0.06,0.68,66.0,49.0,6.9,122.0,M
NCAA Football 2005,XB,2004.0,Sports,Electronic Arts,0.63,0.02,0.0,0.03,0.68,89.0,29.0,8.0,12.0,E
Mortal Kombat Mythologies: Sub-Zero,PS,1997.0,Fighting,GT Interactive,0.38,0.26,0.0,0.04,0.68,0.0,0.0,0.0,0.0,NR
The Sly Collection,PS3,2010.0,Platform,Sony Computer Entertainment,0.52,0.08,0.01,0.08,0.68,85.0,46.0,8.8,172.0,E10+
Naruto: Clash of Ninja,GC,2003.0,Fighting,Tomy Corporation,0.53,0.14,0.0,0.02,0.68,72.0,21.0,8.1,20.0,T
Sniper Elite 3,PS4,2014.0,Shooter,505 Games,0.24,0.34,0.0,0.11,0.68,67.0,41.0,7.1,178.0,M
Prince of Persia: The Two Thrones,PS2,2005.0,Action,Ubisoft,0.57,0.02,0.0,0.09,0.68,85.0,46.0,8.5,111.0,M
Hot Shots Golf: Open Tee 2,PSP,2007.0,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68,82.0,42.0,8.6,12.0,E
Mercenaries: Playground of Destruction,XB,2005.0,Action,LucasArts,0.54,0.11,0.0,0.03,0.68,69.5,0.0,7.25,0.0,NR
Bushido Blade 2,PS,1998.0,Fighting,SquareSoft,0.25,0.17,0.22,0.04,0.68,0.0,0.0,0.0,0.0,NR
Suikoden II,PS,1998.0,Role-Playing,Konami Digital Entertainment,0.15,0.1,0.38,0.04,0.68,0.0,0.0,0.0,0.0,T
Iron Man,PS3,2008.0,Action,Sega,0.32,0.25,0.0,0.11,0.68,42.0,27.0,6.2,45.0,T
FIFA Soccer 06,XB,2005.0,Sports,Electronic Arts,0.29,0.38,0.0,0.01,0.68,80.0,39.0,7.5,22.0,E
Fight Night 2004,XB,2004.0,Fighting,Electronic Arts,0.51,0.15,0.0,0.02,0.68,85.0,47.0,8.7,20.0,T
Tourist Trophy: The Real Riding Simulator,PS2,2006.0,Racing,Sony Computer Entertainment,0.28,0.22,0.11,0.07,0.68,69.5,0.0,7.25,0.0,NR
.hack//Mutation Part 2,PS2,2002.0,Role-Playing,Atari,0.23,0.18,0.2,0.06,0.68,76.0,24.0,8.9,81.0,T
Wolfenstein: The New Order,XOne,2014.0,Shooter,Bethesda Softworks,0.34,0.28,0.0,0.06,0.68,79.0,18.0,7.8,397.0,M
Cars: Mater-National Championship,DS,2007.0,Racing,THQ,0.63,0.0,0.0,0.05,0.68,69.0,7.0,6.8,5.0,E
LEGO Harry Potter: Years 1-4,PSP,2010.0,Action,Warner Bros. Interactive Entertainment,0.14,0.36,0.0,0.18,0.68,71.0,4.0,7.25,0.0,E10+
Midway Arcade Treasures 2,PS2,2004.0,Misc,Midway Games,0.33,0.26,0.0,0.09,0.68,74.0,28.0,7.25,0.0,M
Kirby's Dream Collection: Special Edition,Wii,2012.0,Action,Nintendo,0.33,0.0,0.33,0.02,0.67,82.0,6.0,8.8,37.0,E10+
Return to Castle Wolfenstein: Tides of War,XB,2003.0,Shooter,Activision,0.49,0.16,0.0,0.02,0.67,84.0,38.0,8.8,33.0,M
RIFT,PC,2011.0,Role-Playing,Unknown,0.44,0.16,0.0,0.07,0.67,84.0,59.0,7.3,561.0,T
Spider-Man 3,PS3,2007.0,Platform,Activision,0.26,0.29,0.02,0.11,0.67,60.0,33.0,7.0,40.0,T
Street Sk8er,PS,1998.0,Sports,Electronic Arts,0.37,0.25,0.0,0.04,0.67,0.0,0.0,0.0,0.0,NR
Mass Effect,PC,2008.0,Role-Playing,Electronic Arts,0.0,0.59,0.0,0.08,0.67,89.0,45.0,8.6,2386.0,M
Contra: Legacy of War,PS,1996.0,Shooter,Konami Digital Entertainment,0.37,0.25,0.0,0.04,0.67,0.0,0.0,0.0,0.0,NR
Fight Night Round 2004,XB,2004.0,Fighting,Electronic Arts,0.46,0.18,0.0,0.03,0.67,69.5,0.0,7.25,0.0,NR
Book of Spells,PS3,2012.0,Action,Sony Computer Entertainment,0.14,0.39,0.0,0.15,0.67,69.5,0.0,7.25,0.0,NR
Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,DS,2006.0,Misc,Rocket Company,0.0,0.0,0.67,0.0,0.67,69.5,0.0,7.25,0.0,NR
Spice World,PS,1998.0,Action,Sony Computer Entertainment,0.37,0.25,0.0,0.04,0.67,0.0,0.0,0.0,0.0,NR
The Evil Within,XOne,2014.0,Action,Bethesda Softworks,0.35,0.25,0.0,0.06,0.67,79.0,24.0,7.3,430.0,M
Armored Core 3,PS2,2002.0,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.67,74.0,23.0,9.0,33.0,T
Star Wars: Republic Commando,XB,2005.0,Shooter,Activision,0.48,0.17,0.0,0.02,0.67,78.0,54.0,8.9,89.0,T
Taiko no Tatsujin Wii,Wii,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.67,0.0,0.67,69.5,0.0,7.25,0.0,NR
London 2012: The Official Video Game of the Olympic Games,PS3,2012.0,Sports,Sega,0.06,0.48,0.0,0.14,0.67,69.5,0.0,7.25,0.0,NR
The LEGO Movie Videogame,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.24,0.31,0.01,0.11,0.67,71.0,31.0,7.1,98.0,E10+
Turok,PS3,2008.0,Action,Touchstone,0.35,0.21,0.01,0.1,0.67,67.0,38.0,6.0,39.0,M
Wild ARMs 2,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.19,0.13,0.31,0.04,0.67,0.0,0.0,0.0,0.0,NR
Terraria,X360,2013.0,Action,505 Games,0.35,0.27,0.0,0.06,0.67,81.0,39.0,7.2,139.0,T
Red Steel,Wii,2006.0,Shooter,Ubisoft,0.54,0.03,0.04,0.05,0.67,63.0,54.0,6.8,121.0,T
Summer Sports: Paradise Island (Others sales),Wii,2008.0,Sports,Ubisoft,0.0,0.66,0.0,0.01,0.67,69.5,0.0,7.25,0.0,NR
Need for Speed: Shift 2 Unleashed,PS3,2011.0,Racing,Electronic Arts,0.2,0.35,0.0,0.12,0.67,69.5,0.0,7.25,0.0,NR
The Fairly Odd Parents: Breakin Da Rules,PS2,2003.0,Platform,THQ,0.33,0.25,0.0,0.09,0.67,69.5,0.0,7.25,0.0,NR
Virtua Tennis: World Tour (US & Others sales),PSP,2005.0,Sports,Sega,0.16,0.36,0.0,0.14,0.67,69.5,0.0,7.25,0.0,NR
Unreal Tournament III,PS3,2007.0,Shooter,Midway Games,0.33,0.23,0.0,0.1,0.67,86.0,42.0,7.7,127.0,M
Adventures of Tron,2600,1981.0,Action,Mattel Interactive,0.63,0.03,0.0,0.01,0.67,0.0,0.0,0.0,0.0,NR
Fossil Fighters: Champions,DS,2010.0,Role-Playing,Nintendo,0.31,0.0,0.34,0.02,0.67,68.0,8.0,7.1,11.0,E
The Sims 3,DS,2010.0,Simulation,Electronic Arts,0.38,0.22,0.0,0.06,0.67,73.0,9.0,6.4,20.0,E
Disney Tangled,Wii,2010.0,Action,Disney Interactive Studios,0.46,0.16,0.0,0.05,0.67,69.5,0.0,7.25,0.0,NR
Command & Conquer: Red Alert 3,PC,2008.0,Strategy,Electronic Arts,0.01,0.64,0.0,0.02,0.67,69.5,0.0,7.25,0.0,NR
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,2006.0,Misc,IE Institute,0.0,0.0,0.66,0.0,0.66,69.5,0.0,7.25,0.0,NR
Pro Pinball: Big Race USA,PS,1999.0,Simulation,Take-Two Interactive,0.37,0.25,0.0,0.04,0.66,0.0,0.0,0.0,0.0,E
NFL Street,XB,2004.0,Sports,Electronic Arts,0.49,0.15,0.0,0.02,0.66,81.0,38.0,8.8,9.0,E
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007.0,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.66,77.0,41.0,7.2,25.0,E10+
Bakugan: Battle Brawlers,Wii,2009.0,Action,Activision,0.59,0.03,0.0,0.05,0.66,62.0,12.0,7.2,11.0,E
Blazing Angels: Squadrons of WWII,PS3,2006.0,Simulation,Ubisoft,0.35,0.22,0.0,0.1,0.66,67.0,26.0,6.9,9.0,T
WWE SmackDown vs. RAW 2007,PSP,2006.0,Fighting,THQ,0.33,0.2,0.0,0.14,0.66,78.0,13.0,8.1,21.0,T
Skylanders: Trap Team,PS3,2014.0,Action,Activision,0.26,0.3,0.0,0.11,0.66,69.5,0.0,7.0,5.0,E10+
F1 2015,PS4,2015.0,Racing,Codemasters,0.09,0.45,0.03,0.1,0.66,65.0,46.0,6.3,43.0,E
Tony Hawk's Proving Ground,PS2,2007.0,Sports,Activision,0.55,0.02,0.0,0.09,0.66,65.0,6.0,6.6,17.0,T
The Darkness,PS3,2007.0,Shooter,Take-Two Interactive,0.2,0.33,0.0,0.13,0.66,80.0,35.0,7.7,107.0,M
Country Dance,Wii,2011.0,Misc,Funbox Media,0.58,0.04,0.0,0.05,0.66,69.5,0.0,7.25,0.0,E10+
MLB 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.32,0.25,0.0,0.08,0.66,61.0,21.0,7.9,9.0,E
Naruto Shippuden: Ultimate Ninja 4,PS2,2007.0,Fighting,Atari,0.26,0.01,0.13,0.26,0.66,69.5,0.0,7.25,0.0,NR
The Sims 3: High-End Loft Stuff,PC,2010.0,Simulation,Electronic Arts,0.01,0.54,0.0,0.11,0.66,69.5,0.0,6.5,17.0,T
Tiger Woods PGA Tour 2000,PS,1998.0,Sports,Electronic Arts,0.37,0.25,0.0,0.04,0.66,0.0,0.0,0.0,0.0,NR
Darkstone,PS,2001.0,Role-Playing,Electronic Arts,0.37,0.25,0.0,0.04,0.66,58.0,10.0,8.3,12.0,T
NCAA March Madness 2003,PS2,2002.0,Sports,Electronic Arts,0.32,0.25,0.0,0.08,0.66,74.0,13.0,8.0,27.0,E
Diablo III,XOne,2014.0,Role-Playing,Activision,0.36,0.24,0.0,0.06,0.66,69.5,0.0,7.25,0.0,NR
Finding Nemo,XB,2003.0,Action,THQ,0.48,0.16,0.0,0.02,0.66,63.0,11.0,7.25,0.0,E
Thrillville,PS2,2006.0,Strategy,Atari,0.55,0.02,0.0,0.09,0.66,69.0,32.0,2.9,52.0,E10+
Lalaloopsy,DS,2011.0,Simulation,Activision,0.51,0.1,0.0,0.06,0.66,69.5,0.0,7.25,0.0,E
Jikkyou World Soccer 2000 Final Edition,PS2,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.66,0.0,0.66,69.5,0.0,7.25,0.0,NR
Madagascar,GC,2005.0,Platform,Activision,0.52,0.13,0.0,0.02,0.66,70.0,21.0,7.25,0.0,E10+
Castlevania: Lords of Shadow,X360,2010.0,Action,Konami Digital Entertainment,0.42,0.17,0.01,0.05,0.66,83.0,70.0,7.8,237.0,M
Hidden Objects: Mystery Stories,DS,2009.0,Adventure,GSP,0.18,0.43,0.0,0.05,0.66,69.5,0.0,7.25,0.0,NR
NHL 10,X360,2009.0,Sports,Electronic Arts,0.51,0.1,0.0,0.06,0.66,88.0,52.0,8.4,71.0,E10+
100 Classic Books,DS,2008.0,Misc,Nintendo,0.12,0.52,0.0,0.02,0.66,70.0,7.0,6.0,12.0,NR
Puzzler Brain Games,Wii,2012.0,Puzzle,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66,69.5,0.0,7.25,0.0,NR
TV Show King Party,Wii,2008.0,Puzzle,Ubisoft,0.18,0.4,0.0,0.08,0.66,69.5,0.0,7.25,0.0,T
Dragon Quest Monsters: Caravan Heart,GBA,2003.0,Role-Playing,Enix Corporation,0.0,0.0,0.64,0.02,0.66,69.5,0.0,7.25,0.0,NR
Strawberry Shortcake: Summertime Adventure,GBA,2004.0,Adventure,Majesco Entertainment,0.47,0.18,0.0,0.01,0.66,69.5,0.0,7.25,0.0,E
Street Fighter Anniversary Collection,PS2,2004.0,Fighting,Capcom,0.32,0.25,0.0,0.08,0.66,78.0,30.0,8.7,20.0,T
Legend of Legaia,PS,1998.0,Role-Playing,Sony Computer Entertainment,0.37,0.25,0.0,0.04,0.66,0.0,0.0,0.0,0.0,NR
NHL 13,X360,2012.0,Sports,Electronic Arts,0.51,0.1,0.0,0.05,0.66,83.0,44.0,6.6,86.0,E10+
Napoleon: Total War,PC,2010.0,Strategy,Sega,0.02,0.53,0.0,0.12,0.66,81.0,56.0,7.9,515.0,T
Metro: Last Light,PS4,2014.0,Action,Deep Silver,0.22,0.3,0.04,0.1,0.66,69.5,0.0,7.25,0.0,NR
Madden NFL 10,PSP,2009.0,Sports,Electronic Arts,0.5,0.08,0.0,0.08,0.66,69.5,0.0,7.8,5.0,E
Rayman Legends,WiiU,2013.0,Platform,Ubisoft,0.25,0.33,0.03,0.05,0.66,92.0,35.0,8.7,465.0,E10+
The Sims: Bustin' Out,GC,2003.0,Simulation,Electronic Arts,0.43,0.2,0.0,0.03,0.66,81.0,30.0,9.0,15.0,T
BioShock Infinite,PC,2013.0,Shooter,Take-Two Interactive,0.29,0.3,0.0,0.07,0.66,94.0,68.0,8.5,7322.0,M
Keystone Kapers,2600,1982.0,Action,Activision,0.62,0.04,0.0,0.01,0.66,0.0,0.0,0.0,0.0,NR
Ratatouille,PSP,2007.0,Action,THQ,0.22,0.27,0.0,0.16,0.66,64.0,7.0,7.1,7.0,E
Lollipop Chainsaw,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.27,0.2,0.11,0.08,0.66,67.0,37.0,7.1,199.0,M
Tom Clancy's EndWar,PS3,2008.0,Strategy,Ubisoft,0.33,0.22,0.01,0.1,0.66,76.0,33.0,6.6,42.0,T
Shrek: Hassle at the Castle,GBA,2002.0,Action,TDK Mediactive,0.47,0.17,0.0,0.01,0.66,71.0,7.0,7.4,5.0,E
Suikoden IV,PS2,2004.0,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66,63.0,44.0,7.3,47.0,T
Gods Eater Burst,PSP,2010.0,Action,Namco Bandai Games,0.03,0.0,0.62,0.0,0.66,71.0,30.0,7.9,35.0,T
Fist of the North Star: Ken's Rage,PS3,2010.0,Action,Ubisoft Annecy,0.06,0.03,0.55,0.01,0.66,60.0,30.0,6.9,29.0,M
Plants vs. Zombies: Garden Warfare,PS3,2014.0,Shooter,Electronic Arts,0.22,0.32,0.01,0.11,0.66,69.5,0.0,7.8,24.0,E10+
Disney's Kim Possible 2: Drakken's Demise,GBA,2004.0,Platform,Disney Interactive Studios,0.47,0.17,0.0,0.01,0.66,77.0,8.0,7.25,0.0,E
One Piece: Pirate Warriors 2,PS3,2013.0,Action,Namco Bandai Games,0.0,0.19,0.42,0.05,0.66,71.0,35.0,7.8,61.0,T
Um Jammer Lammy,PS,1998.0,Misc,Sony Computer Entertainment,0.12,0.08,0.41,0.04,0.66,0.0,0.0,0.0,0.0,NR
Brothers In Arms: Road to Hill 30,XB,2005.0,Shooter,Ubisoft,0.49,0.14,0.0,0.02,0.66,88.0,64.0,8.0,69.0,M
Taiko no Tatsujin DS: Touch de Dokodon!,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66,69.5,0.0,7.25,0.0,NR
Animaniacs Ten Pin Alley,PS,1998.0,Sports,ASC Games,0.36,0.25,0.0,0.04,0.66,0.0,0.0,0.0,0.0,NR
LEGO Jurassic World,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.38,0.22,0.0,0.06,0.65,70.0,17.0,6.7,44.0,E10+
Kung Fu Panda,PS2,2008.0,Action,Activision,0.24,0.0,0.0,0.41,0.65,73.0,6.0,8.6,5.0,E10+
Freedom Wars,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.15,0.1,0.32,0.08,0.65,73.0,39.0,8.3,265.0,T
Rocksmith 2014,PC,2013.0,Misc,Ubisoft,0.36,0.24,0.0,0.06,0.65,69.5,0.0,7.25,0.0,NR
Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010.0,Adventure,Disney Interactive Studios,0.39,0.21,0.0,0.06,0.65,69.5,0.0,7.25,0.0,NR
Ratchet & Clank: Into the Nexus,PS3,2013.0,Shooter,Sony Computer Entertainment,0.3,0.25,0.0,0.1,0.65,69.5,0.0,7.25,0.0,NR
Shaun White Snowboarding,PS3,2008.0,Sports,Ubisoft,0.31,0.23,0.01,0.1,0.65,63.0,30.0,6.3,26.0,T
Radiata Stories,PS2,2005.0,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65,74.0,36.0,9.0,54.0,T
The Biggest Loser: Challenge,Wii,2010.0,Sports,THQ,0.48,0.12,0.0,0.05,0.65,69.5,0.0,7.25,0.0,E
Peppa Pig: Fun and Games,DS,2010.0,Misc,Ubisoft,0.0,0.57,0.0,0.09,0.65,69.5,0.0,7.25,0.0,NR
F-Zero GX,GC,2003.0,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65,89.0,50.0,8.5,161.0,T
Disney's Chicken Little,PS2,2005.0,Platform,Disney Interactive Studios,0.32,0.25,0.0,0.08,0.65,60.0,20.0,8.9,7.0,E10+
Scene It? Box Office Smash,X360,2008.0,Misc,Microsoft Game Studios,0.33,0.25,0.0,0.07,0.65,76.0,32.0,7.4,25.0,T
Yoshi Topsy-Turvy,GBA,2004.0,Platform,Nintendo,0.25,0.09,0.3,0.01,0.65,60.0,23.0,6.6,5.0,E
Monster Jam: Maximum Destruction,PS2,2002.0,Racing,Ubisoft,0.32,0.25,0.0,0.08,0.65,47.0,11.0,6.0,6.0,T
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005.0,Misc,THQ,0.47,0.17,0.0,0.01,0.65,69.5,0.0,7.25,0.0,NR
Tiger Woods PGA Tour 09,PS3,2008.0,Sports,Electronic Arts,0.34,0.22,0.0,0.1,0.65,82.0,34.0,7.2,9.0,E
World of Dragon Warrior - Torneko: The Last Hope,PS,1999.0,Role-Playing,Enix Corporation,0.02,0.01,0.58,0.04,0.65,0.0,0.0,0.0,0.0,NR
Mortal Kombat,PSV,2012.0,Fighting,Warner Bros. Interactive Entertainment,0.42,0.13,0.0,0.1,0.65,85.0,51.0,7.8,192.0,M
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PSP,2007.0,Action,Activision,0.23,0.26,0.0,0.16,0.65,69.5,0.0,7.25,0.0,NR
Tiger Woods PGA Tour 09,X360,2008.0,Sports,Electronic Arts,0.35,0.23,0.0,0.07,0.65,84.0,41.0,7.8,29.0,E
Advance Wars 2: Black Hole Rising,GBA,2003.0,Strategy,Nintendo,0.47,0.17,0.0,0.01,0.65,89.0,34.0,9.4,97.0,E
Wario: Master of Disguise,DS,2007.0,Platform,Nintendo,0.28,0.02,0.33,0.03,0.65,60.0,35.0,7.4,19.0,E10+
Centipede,PS,1998.0,Shooter,Atari,0.36,0.25,0.0,0.04,0.65,0.0,0.0,0.0,0.0,NR
The Last Story,Wii,2011.0,Role-Playing,Nintendo,0.3,0.13,0.18,0.04,0.65,80.0,61.0,8.4,179.0,T
Drakengard,PS2,2003.0,Role-Playing,Square Enix,0.19,0.15,0.26,0.05,0.65,63.0,55.0,9.1,88.0,M
SingStar Pop Hits,PS2,2007.0,Misc,Sony Computer Entertainment,0.0,0.5,0.0,0.15,0.65,69.5,0.0,7.25,0.0,NR
Kung-Fu Master,2600,1987.0,Action,Activision,0.6,0.04,0.0,0.01,0.65,0.0,0.0,0.0,0.0,NR
Champions: Return to Arms,PS2,2005.0,Role-Playing,Sony Online Entertainment,0.32,0.25,0.0,0.08,0.65,77.0,48.0,8.8,43.0,T
Harry Potter and the Goblet of Fire,PS2,2005.0,Action,Electronic Arts,0.54,0.02,0.0,0.09,0.65,68.0,29.0,6.7,48.0,E10+
Toy Story 3: The Video Game,PSP,2010.0,Action,Disney Interactive Studios,0.27,0.24,0.0,0.14,0.65,69.5,0.0,7.25,0.0,NR
SingStar R&B,PS2,2007.0,Misc,Sony Computer Entertainment,0.0,0.05,0.0,0.6,0.65,69.5,0.0,7.25,0.0,NR
Mary-Kate and Ashley: Magical Mystery Mall,PS,2000.0,Adventure,Acclaim Entertainment,0.36,0.24,0.0,0.04,0.65,69.5,0.0,7.25,0.0,NR
MX vs. ATV Untamed,PSP,2007.0,Racing,THQ,0.35,0.18,0.0,0.12,0.65,59.0,12.0,7.25,0.0,E
Disney Infinity 2.0: Marvel Super Heroes,WiiU,2014.0,Action,Disney Interactive Studios,0.37,0.22,0.0,0.06,0.65,69.5,0.0,7.25,0.0,NR
Tiger Woods PGA Tour 10,X360,2009.0,Sports,Electronic Arts,0.39,0.2,0.0,0.06,0.65,80.0,51.0,6.9,20.0,E
007: Quantum of Solace,Wii,2008.0,Action,Activision,0.29,0.28,0.01,0.07,0.65,54.0,11.0,7.5,26.0,T
Super Robot Taisen Impact,PS2,2002.0,Strategy,Banpresto,0.0,0.0,0.65,0.0,0.65,69.5,0.0,7.25,0.0,NR
Wall-E,PSP,2008.0,Platform,THQ,0.29,0.22,0.0,0.14,0.65,64.0,8.0,7.25,0.0,E
Farming Simulator 17,PC,2016.0,Simulation,Focus Home Interactive,0.03,0.58,0.0,0.04,0.65,64.0,5.0,8.0,20.0,E
Crafting Mama,DS,2010.0,Simulation,505 Games,0.39,0.19,0.01,0.05,0.65,69.5,0.0,7.25,0.0,E
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.65,0.0,0.65,69.5,0.0,7.25,0.0,NR
God of War III,PS4,2015.0,Action,Sony Computer Entertainment,0.24,0.29,0.01,0.1,0.65,69.5,0.0,7.25,0.0,NR
Borderlands 2,PSV,2014.0,Shooter,Take-Two Interactive,0.32,0.16,0.01,0.15,0.64,64.0,31.0,7.6,358.0,M
Harry Potter and the Half-Blood Prince,PS2,2009.0,Action,Electronic Arts,0.13,0.07,0.0,0.44,0.64,69.5,0.0,8.3,13.0,E10+
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004.0,Platform,Vivendi Games,0.46,0.17,0.0,0.01,0.64,67.0,23.0,6.6,12.0,E
Assassin's Creed IV: Black Flag,PC,2013.0,Action,Ubisoft,0.22,0.38,0.0,0.05,0.64,84.0,10.0,7.7,1470.0,M
Need For Speed: Undercover,Wii,2008.0,Racing,Electronic Arts,0.27,0.31,0.0,0.07,0.64,54.0,12.0,6.2,29.0,T
Spyro: A Hero's Tail,PS2,2004.0,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,60.0,16.0,8.0,44.0,E
Crash: Twinsanity,PS2,2004.0,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,64.0,38.0,8.0,129.0,E
The LEGO Movie Videogame,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,0.33,0.23,0.03,0.05,0.64,68.0,5.0,7.7,25.0,E10+
Max Payne 2: The Fall of Max Payne,XB,2003.0,Shooter,Take-Two Interactive,0.47,0.15,0.0,0.02,0.64,84.0,34.0,8.4,49.0,M
Metal Gear Solid V: The Phantom Pain,PS3,2015.0,Action,Konami Digital Entertainment,0.22,0.13,0.22,0.07,0.64,69.5,0.0,7.2,168.0,M
Drawn to Life: The Next Chapter,DS,2009.0,Puzzle,THQ,0.44,0.14,0.0,0.06,0.64,72.0,21.0,7.7,22.0,E
GoldenEye: Rogue Agent,PS2,2004.0,Shooter,Electronic Arts,0.54,0.02,0.0,0.09,0.64,60.0,38.0,7.0,32.0,T
WWE 2K15,X360,2014.0,Sports,Take-Two Interactive,0.38,0.2,0.0,0.06,0.64,50.0,5.0,4.0,65.0,T
Paws & Claws: Pet Vet,DS,2007.0,Simulation,THQ,0.59,0.0,0.0,0.05,0.64,69.5,0.0,7.25,0.0,NR
Star Ocean: First Departure,PSP,2007.0,Role-Playing,Square Enix,0.2,0.13,0.22,0.09,0.64,74.0,32.0,7.4,28.0,T
James Bond 007: Everything or Nothing,XB,2004.0,Shooter,Electronic Arts,0.43,0.19,0.0,0.02,0.64,83.0,51.0,7.4,27.0,T
X2: Wolverine's Revenge,PS2,2003.0,Platform,Activision,0.31,0.24,0.0,0.08,0.64,58.0,24.0,7.2,13.0,T
NBA Live 06,XB,2005.0,Sports,Electronic Arts,0.57,0.04,0.0,0.03,0.64,79.0,30.0,6.4,15.0,E
Tom Clancy's Rainbow Six,N64,1999.0,Shooter,Red Storm Entertainment,0.48,0.15,0.0,0.01,0.64,0.0,0.0,0.0,0.0,NR
Castlevania,N64,1999.0,Platform,Konami Digital Entertainment,0.44,0.1,0.04,0.05,0.64,0.0,0.0,0.0,0.0,NR
Rayman 2: The Great Escape,N64,1999.0,Platform,Ubisoft,0.4,0.22,0.0,0.02,0.64,0.0,0.0,0.0,0.0,NR
Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,Small_Publisher,0.46,0.17,0.0,0.01,0.64,69.5,0.0,7.25,0.0,NR
Rayman 3D,3DS,2011.0,Platform,Ubisoft,0.23,0.35,0.0,0.06,0.64,61.0,39.0,6.6,48.0,E
Football Manager 2014,PC,2013.0,Sports,Sega,0.0,0.6,0.0,0.03,0.64,85.0,41.0,5.5,275.0,E
New Play Control! Pikmin,Wii,2008.0,Strategy,Nintendo,0.28,0.12,0.19,0.04,0.64,69.5,0.0,7.25,0.0,NR
TimeSplitters 2,XB,2002.0,Shooter,Eidos Interactive,0.29,0.33,0.0,0.01,0.64,88.0,20.0,7.7,34.0,T
Onimusha: Dawn of Dreams,PS2,2006.0,Action,Capcom,0.15,0.12,0.34,0.04,0.64,81.0,45.0,8.9,62.0,M
Sengoku Basara: Samurai Heroes,PS3,2010.0,Action,Capcom,0.17,0.04,0.4,0.02,0.64,61.0,37.0,7.9,29.0,T
Stuntman: Ignition,X360,2007.0,Racing,THQ,0.25,0.31,0.0,0.07,0.64,75.0,38.0,7.3,31.0,T
Real Heroes: Firefighter,Wii,2009.0,Action,Rondomedia,0.56,0.04,0.0,0.05,0.64,67.0,18.0,8.2,10.0,E10+
Dishonored 2,PS4,2016.0,Action,Bethesda Softworks,0.22,0.32,0.0,0.1,0.64,88.0,56.0,7.7,569.0,M
Up,DS,2009.0,Action,THQ,0.3,0.27,0.0,0.07,0.64,69.5,0.0,7.25,0.0,E
SpongeBob SquarePants: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,Small_Publisher,0.46,0.17,0.0,0.01,0.64,69.5,0.0,7.25,0.0,NR
Konami Collector's Series: Arcade Advanced,GBA,2002.0,Misc,Konami Digital Entertainment,0.46,0.17,0.0,0.01,0.64,78.0,10.0,7.25,0.0,E
The Crew,XOne,2014.0,Racing,Ubisoft,0.25,0.34,0.0,0.05,0.64,64.0,18.0,5.9,176.0,T
Dragon Ball: Raging Blast 2,X360,2010.0,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,57.0,33.0,7.4,30.0,T
Jampack Volume 13 (RP-T),PS2,2005.0,Misc,Sony Computer Entertainment,0.31,0.24,0.0,0.08,0.64,69.5,0.0,7.25,0.0,NR
